id,v_21,v_32,v_15,v_4,v_1,v_8,v_12,v_25,v_20,v_18,v_3,v_11,v_14,v_26,v_27,v_30,v_9,v_31,v_28,v_13,v_33,v_17,v_19,v_29,v_23,v_24,v_10,v_5,v_6,v_22,v_0,v_7,v_2,v_16,v_34,v_35,v_36,v_37,v_38,v_39,v_40,label
2069,3,6,11,155,1,1,16,181,251,103,70,1,0,0,1,0,0,28,0,14,29,53,19,23,3,15,25,43,9,30,12,9.4,-0.8,-3.12,1,23,38,21,36,36,4,2
2070,3,94,14,106,1,9,23,183,168,41,71,0,1,1,0,1,1,36,0,16,33,57,26,19,11,19,30,48,12,28,16,20.5,2.8,0.9400000000000004,8,92,40,31,40,60,5,1
2071,4,116,10,20,0,1,16,183,278,103,87,0,0,0,1,0,1,58,0,17,32,52,26,19,3,17,26,39,15,24,12,12.7,3.7,-1.7,7,36,21,40,36,62,5,1
2072,3,6,10,76,1,1,16,5,168,11,87,1,0,1,0,0,0,27,0,14,29,41,18,6,3,15,25,31,8,13,12,11.1,0.6,2.02,7,5,12,20,4,68,2,0
2073,3,6,10,96,1,1,16,5,168,11,104,0,0,0,1,0,0,26,0,14,28,51,23,19,3,15,24,40,13,27,12,13.9,-0.3,0.79,8,35,8,40,18,50,0,1
2074,3,89,11,158,1,1,16,181,251,30,45,1,0,0,1,0,0,30,0,14,29,50,22,18,3,15,25,39,13,24,12,10.8,1.4,1.74,3,95,9,38,17,15,1,2
2075,3,148,17,25,1,10,23,174,251,12,11,0,1,1,0,1,1,45,0,24,39,65,36,18,7,30,33,53,24,30,19,14.6,11.6,0.32,7,45,41,39,36,49,8,1
2076,3,166,10,100,1,1,16,5,168,12,104,1,0,0,1,0,0,28,0,19,34,53,29,17,3,20,30,45,19,25,12,12.4,0.5,1.79,2,40,30,22,51,65,2,1
2077,3,89,10,121,1,1,16,183,278,38,70,0,0,0,1,0,0,28,0,14,30,52,24,17,3,15,27,43,14,26,12,15.5,2.8,-4.06,0,28,34,10,18,18,1,2
2078,3,6,10,17,1,1,16,110,168,103,87,1,0,1,1,0,0,28,0,14,23,41,18,6,3,15,19,31,8,13,12,16.2,0.3,-0.92,2,57,1,24,34,33,2,0
2079,3,143,10,121,1,1,16,1,60,103,104,1,0,0,1,1,0,31,0,14,31,49,26,18,3,15,27,39,16,25,12,9.4,-0.8,-3.12,5,14,2,33,42,72,0,1
2080,3,6,10,100,1,1,16,110,251,38,70,1,0,0,1,0,0,28,0,14,29,54,21,17,3,15,25,40,12,25,12,16.2,0.3,-0.92,6,51,26,19,10,54,0,2
2081,9,97,20,58,1,6,17,186,257,109,90,0,1,1,0,1,1,33,0,19,29,49,30,23,12,16,31,40,20,25,14,15.1,8.6,5.02,8,17,37,42,21,60,4,0
2082,3,89,10,59,1,1,16,181,6,103,17,1,0,0,1,1,0,26,0,14,28,51,22,19,3,15,24,41,11,25,15,7.6,2.6,0.32,7,66,19,9,45,77,0,2
2083,3,143,10,155,1,1,16,110,73,23,31,0,0,0,1,1,0,35,0,14,27,49,18,6,3,15,24,41,8,13,12,9.4,-0.8,-3.12,9,94,40,36,23,44,3,0
2084,33,116,10,167,0,1,16,181,251,103,87,0,0,0,1,0,0,45,0,14,28,55,20,16,3,15,24,38,11,24,12,12.7,3.7,-1.7,1,44,29,16,23,40,1,2
2085,3,6,11,158,1,1,16,183,278,38,44,1,0,0,1,0,0,26,0,14,29,51,21,18,3,15,25,39,12,23,12,10.8,1.4,1.74,8,0,46,27,22,16,0,2
2086,3,6,10,55,1,1,16,1,251,23,87,1,0,0,1,0,0,29,0,14,29,53,22,18,3,15,25,44,10,25,12,11.1,0.6,2.02,3,3,26,10,58,27,0,2
2087,3,89,14,96,1,1,16,110,278,12,104,1,0,0,1,0,0,27,0,14,28,49,23,18,3,15,24,40,12,24,12,8.9,1.4,3.51,0,99,18,9,31,11,5,1
2088,3,6,12,155,1,1,16,165,6,30,104,1,0,0,0,1,0,27,0,14,27,49,18,6,4,15,25,31,8,13,12,9.4,-0.8,-3.12,3,57,23,33,19,23,2,0
2089,3,89,10,155,1,1,16,183,278,38,70,1,0,0,1,0,1,26,0,14,29,47,24,21,3,15,25,37,14,28,12,8.9,1.4,3.51,2,27,28,13,29,72,0,1
2090,33,116,10,148,1,1,16,181,251,23,104,0,0,1,1,0,1,47,0,14,28,47,23,16,3,15,24,38,12,23,12,9.4,-0.8,-3.12,9,90,15,34,10,52,4,1
2091,3,89,11,100,1,1,16,110,278,38,45,1,0,0,1,0,1,27,0,14,29,53,23,17,3,15,25,42,14,24,12,12.7,3.7,-1.7,5,48,27,0,40,6,2,1
2092,56,50,10,54,1,3,16,181,251,38,70,0,0,0,0,1,0,38,0,14,29,47,19,16,3,15,25,37,8,13,12,15.5,2.8,-4.06,9,47,44,30,43,61,2,0
2093,3,6,10,17,1,1,16,181,251,103,70,1,0,0,1,0,0,26,0,14,23,41,18,6,3,15,19,31,8,13,12,7.6,2.6,0.32,0,3,9,4,40,6,5,1
2094,3,6,10,100,1,1,16,110,278,38,70,0,0,0,1,1,0,28,0,14,29,53,22,17,3,15,25,44,11,24,12,15.5,2.8,-4.06,1,100,31,26,54,62,2,2
2095,3,166,10,96,1,1,16,1,6,23,39,0,0,0,1,0,0,29,0,14,28,50,23,18,3,15,24,42,11,25,12,11.1,0.6,2.02,2,6,19,30,24,59,1,2
2096,3,6,10,102,1,1,16,181,251,103,87,0,0,0,1,1,1,27,0,14,29,48,24,17,3,15,25,43,11,24,12,10.8,1.4,1.74,2,91,36,20,21,33,4,2
2097,9,122,14,125,1,14,22,183,284,14,112,0,1,1,0,1,1,51,0,23,31,52,25,25,11,23,32,41,14,22,16,24.2,4.3,6.08,17,81,42,37,41,71,1,0
2098,3,147,10,96,1,1,16,1,60,7,13,0,0,0,1,1,0,36,0,14,28,50,20,16,3,15,24,40,8,13,12,15.5,2.8,-4.06,1,43,47,24,32,61,0,0
2099,3,6,10,100,1,1,16,181,278,103,104,0,0,0,1,0,0,26,0,14,29,50,24,19,3,15,25,37,14,27,12,13.9,-0.3,0.79,5,20,14,33,36,71,1,1
2100,3,116,10,52,1,12,16,1,168,23,104,0,0,0,1,1,0,37,0,17,32,54,24,17,3,17,26,41,14,23,12,15.5,2.8,-4.06,6,53,25,39,46,12,4,0
2101,3,6,13,121,1,1,16,1,6,103,87,1,0,0,1,0,1,27,0,14,31,49,25,19,3,15,27,39,15,26,12,12.7,3.7,-1.7,1,25,16,10,4,10,2,1
2102,5,94,19,127,1,6,23,9,64,111,26,0,1,1,0,1,1,35,0,23,34,48,27,24,12,23,33,46,21,29,14,24.2,7.3,1.08,9,10,35,16,27,63,9,1
2103,4,116,10,167,0,1,16,165,242,152,135,0,0,0,1,1,0,48,0,14,28,50,21,17,3,15,24,39,12,25,13,7.6,2.6,0.32,9,2,16,8,37,25,2,2
2104,3,89,11,55,1,1,16,5,168,11,87,0,0,0,1,1,0,26,0,14,28,46,21,20,3,15,24,38,11,25,12,7.6,2.6,0.32,5,20,50,7,24,13,2,2
2105,3,157,10,54,1,14,16,181,6,103,70,0,0,0,1,1,0,28,0,16,30,50,23,18,3,20,28,41,16,25,13,16.2,0.3,-0.92,7,63,18,0,42,51,0,0
2106,3,69,10,59,1,1,129,3,33,11,17,0,0,1,1,1,0,32,1,16,31,49,25,19,3,16,25,39,14,24,12,8.9,1.4,3.51,2,53,48,37,30,26,1,2
2107,3,147,10,167,0,1,16,181,251,103,87,1,0,1,1,1,0,42,0,20,33,51,25,17,3,19,29,41,14,24,12,10.8,1.4,1.74,5,77,46,0,10,6,0,0
2108,3,89,12,121,1,1,16,1,251,103,87,1,0,0,1,0,1,28,0,14,31,49,25,19,3,15,27,39,15,26,12,10.8,1.4,1.74,3,23,25,17,4,36,0,1
2109,3,6,10,55,1,6,16,110,168,103,87,1,0,0,1,0,0,30,0,14,28,55,22,20,6,15,24,40,13,26,16,9.4,-0.8,-3.12,5,25,37,3,11,58,1,0
2110,3,6,12,121,1,1,16,110,251,38,70,1,0,0,1,0,0,26,0,14,31,49,26,19,3,15,27,39,16,26,12,9.4,-0.8,-3.12,4,44,17,12,28,55,0,1
2111,4,7,13,55,1,3,16,159,177,31,139,0,1,1,0,0,1,35,0,20,33,48,30,22,11,17,24,47,16,32,19,7.6,2.6,7.32,4,27,29,41,45,15,10,1
2112,3,92,14,158,1,1,16,183,168,38,70,1,0,1,0,0,0,28,0,14,29,55,20,18,3,15,25,45,11,24,12,10.8,1.4,1.74,0,12,34,1,59,39,3,0
2113,3,147,10,121,1,1,16,3,66,23,44,0,0,0,1,1,0,31,0,14,30,55,23,17,3,15,26,45,14,25,12,13.9,-0.3,0.79,2,86,7,11,3,45,5,0
2114,3,56,16,29,1,8,17,8,9,26,40,0,1,1,0,1,0,44,0,21,29,46,25,11,9,20,30,37,11,13,15,19.8,4.4,2.74,7,43,5,5,59,9,8,0
2115,3,89,12,148,1,1,16,1,278,12,31,1,0,0,1,0,0,26,0,14,29,49,24,19,3,15,25,38,14,26,12,11.1,0.6,2.02,6,84,8,30,52,2,2,1
2116,3,89,15,59,1,1,16,110,60,30,104,1,0,0,1,1,0,27,0,14,28,51,21,16,3,15,24,42,11,23,12,12.4,0.5,1.79,2,89,10,34,13,2,0,0
2117,3,89,12,96,1,1,16,110,278,30,70,1,0,0,1,0,1,26,0,14,28,46,23,19,3,15,24,37,13,25,12,12.7,3.7,-1.7,0,2,38,17,53,76,2,1
2118,3,6,13,121,1,1,16,183,6,30,45,1,0,0,1,0,0,26,0,14,30,50,25,20,3,15,27,40,16,27,12,15.5,2.8,-4.06,0,54,21,6,21,26,1,1
2119,4,11,20,155,1,6,23,14,65,20,39,0,1,1,0,1,0,30,0,21,37,49,27,25,12,15,29,41,14,32,19,13.1,1.6,8.02,11,69,42,44,21,16,2,1
2120,3,157,10,100,1,1,16,1,278,23,87,0,0,0,1,0,1,27,0,17,29,47,24,21,3,17,25,38,14,26,12,13.9,-0.3,0.79,9,32,11,28,26,20,1,1
2121,3,116,10,146,1,1,16,110,168,23,44,0,0,0,1,0,0,34,0,14,30,53,24,18,3,15,27,39,16,24,12,13.9,-0.3,0.79,7,87,7,25,56,72,2,0
2122,3,157,10,55,1,14,16,5,60,11,17,1,0,0,1,0,0,30,0,16,29,48,24,20,3,16,25,40,13,26,12,13.9,-0.3,0.79,2,58,2,1,53,17,1,1
2123,3,9,10,17,1,1,16,5,168,7,104,1,0,0,1,1,0,28,0,14,23,41,18,6,3,15,19,31,8,13,12,16.2,0.3,-0.92,2,72,32,25,38,63,1,2
2124,3,6,10,121,1,1,16,110,168,30,70,0,0,0,1,0,1,27,0,14,30,48,25,19,3,15,27,40,15,27,12,12.4,0.5,1.79,2,15,34,20,4,5,3,1
2125,7,169,11,176,1,1,25,185,258,68,43,1,1,1,0,1,0,39,0,22,31,49,32,20,11,23,26,36,21,28,12,8.9,8.4,10.51,9,69,50,39,29,51,10,1
2126,3,6,11,55,1,1,16,218,295,12,70,1,0,0,1,0,0,26,0,14,29,49,24,22,3,15,25,41,14,27,12,11.1,0.6,2.02,1,7,13,10,6,16,4,0
2127,3,6,10,17,1,1,16,1,168,173,160,1,1,0,1,0,0,27,0,14,23,41,18,6,3,15,19,31,8,13,12,13.9,-0.3,0.79,5,5,18,31,1,59,0,0
2128,3,166,10,167,0,16,16,110,251,30,87,0,0,0,0,0,0,30,0,21,35,53,25,17,3,20,24,36,13,23,12,8.9,1.4,3.51,2,93,49,5,0,49,3,0
2129,3,147,10,20,0,1,16,183,60,182,178,0,0,0,1,1,0,62,0,23,36,55,31,19,3,22,30,43,19,25,12,12.7,3.7,-1.7,8,4,28,9,59,2,4,2
2130,3,89,10,76,1,1,16,3,168,11,45,1,0,0,1,0,1,26,0,14,29,48,24,18,4,15,25,39,14,26,12,8.9,1.4,3.51,3,6,47,15,45,77,0,2
2131,3,50,10,158,1,3,16,181,251,103,87,0,0,0,1,0,0,36,0,28,38,66,32,18,4,23,33,53,19,24,12,7.6,2.6,0.32,6,8,49,2,17,18,3,0
2132,3,6,13,102,1,1,16,1,168,103,45,1,0,0,1,0,0,28,0,14,29,49,23,17,3,15,25,40,13,24,12,13.9,-0.3,0.79,0,28,44,6,37,9,4,1
2133,3,89,15,100,1,1,16,1,278,23,70,0,0,0,1,0,1,26,0,14,29,48,24,18,3,15,25,37,14,26,12,13.9,-0.3,0.79,9,72,12,32,60,33,3,1
2134,3,6,14,121,1,1,16,183,278,38,70,1,0,0,1,0,1,27,0,14,30,48,24,20,3,15,26,38,14,27,12,7.6,2.6,0.32,7,47,30,11,35,15,0,1
2135,3,89,11,102,1,1,16,110,168,30,70,0,0,0,1,1,1,26,0,14,29,53,21,16,3,15,25,40,12,25,12,15.5,2.8,-4.06,8,8,8,36,17,22,0,2
2136,3,6,11,155,1,1,16,183,278,103,87,1,0,0,1,0,1,27,0,14,29,48,23,17,3,15,25,39,13,25,12,12.7,3.7,-1.7,8,77,41,26,7,44,4,1
2137,3,6,12,121,1,1,16,183,278,30,70,1,0,0,1,0,1,26,0,14,30,49,25,19,3,15,27,41,16,26,12,16.2,0.3,-0.92,8,24,47,13,41,77,5,1
2138,3,72,15,155,1,1,16,183,154,3,5,1,0,0,1,0,0,29,0,14,29,47,24,19,3,15,25,37,14,26,12,7.6,2.6,0.32,1,35,24,30,31,66,4,1
2139,3,6,12,121,1,1,16,1,6,23,70,1,0,0,1,0,0,26,0,14,31,49,25,20,3,15,27,39,15,27,12,10.8,1.4,1.74,1,92,32,14,38,10,3,1
2140,3,6,10,158,1,1,16,110,168,12,79,0,0,0,1,0,0,26,0,14,30,50,25,18,3,15,26,39,15,27,12,11.1,0.6,2.02,1,11,18,32,42,72,0,1
2141,4,147,10,155,1,1,16,181,251,30,5,0,0,1,0,1,0,59,0,14,27,45,18,6,3,15,23,35,8,13,12,12.7,3.7,-1.7,3,6,2,35,2,31,0,0
2142,3,92,12,55,1,1,160,1,6,103,87,1,0,0,1,0,1,26,1,14,28,50,22,18,3,15,24,39,13,26,12,10.8,1.4,1.74,3,28,11,38,25,36,3,1
2143,4,151,10,60,1,14,16,188,256,44,54,0,1,1,0,1,1,32,0,16,31,62,29,28,5,24,26,44,13,32,21,18.8,10.4,1.74,14,80,16,26,52,19,8,1
2144,3,89,10,96,1,1,16,1,251,23,79,1,0,0,1,1,1,28,0,14,28,52,22,18,3,15,24,36,13,25,12,11.1,0.6,2.02,2,13,33,12,28,17,2,1
2145,3,6,10,100,1,1,16,110,168,36,45,1,0,0,1,0,0,28,0,14,29,47,24,17,3,15,25,38,14,26,12,11.1,0.6,2.02,2,29,33,39,11,42,2,1
2146,3,116,10,167,0,1,16,1,168,23,79,0,0,0,1,1,0,35,0,14,28,49,22,17,3,15,24,40,11,23,12,12.7,3.7,-1.7,3,56,44,10,33,61,0,0
2147,3,89,15,155,1,1,16,1,168,30,44,1,0,0,1,0,0,26,0,14,29,41,18,6,3,15,25,31,8,13,12,12.4,0.5,1.79,4,5,42,29,54,29,5,0
2148,3,6,10,55,1,1,16,183,168,23,131,0,0,1,0,1,0,28,0,14,28,48,21,17,3,15,24,39,10,24,12,7.6,2.6,0.32,1,64,2,0,15,71,1,0
2149,3,89,10,100,1,1,16,110,168,30,39,0,0,0,1,0,1,26,0,14,29,49,23,16,3,15,25,40,14,23,12,12.4,0.5,1.79,2,71,34,16,44,20,1,1
2150,33,116,10,20,0,1,16,183,251,30,70,0,0,0,1,0,0,53,0,14,29,54,22,18,3,15,25,39,11,24,12,16.2,0.3,-0.92,7,13,42,40,16,59,2,0
2151,3,116,10,121,1,1,16,183,251,30,70,1,0,0,1,0,1,33,0,14,31,52,25,19,6,15,27,42,15,26,15,9.4,-0.8,-3.12,9,95,24,21,4,47,3,2
2152,3,89,10,102,1,1,16,110,6,103,39,1,0,0,1,0,0,27,0,14,29,52,21,18,3,15,25,42,12,24,12,7.6,2.6,0.32,5,16,17,7,42,63,5,0
2153,3,6,10,155,1,1,16,1,60,23,13,1,0,0,1,1,0,26,0,14,29,48,24,20,3,15,25,37,14,25,12,9.4,-0.8,-3.12,6,34,13,37,41,39,5,1
2154,3,9,10,96,1,1,16,110,278,30,45,1,0,0,1,0,0,27,0,14,28,56,21,16,3,15,24,37,11,23,12,13.9,-0.3,0.79,5,97,13,0,43,35,5,2
2155,3,6,10,59,1,1,16,5,6,23,13,0,0,0,1,1,0,26,0,14,28,51,20,20,3,15,24,38,11,24,13,7.6,2.6,0.32,4,35,20,32,14,15,0,2
2156,12,96,18,105,1,10,24,11,61,34,71,0,1,1,0,1,1,36,0,22,30,55,21,20,9,22,31,48,20,23,14,17.8,4.4,1.74,13,41,11,22,39,71,12,0
2157,3,116,10,148,1,1,16,110,168,38,70,0,0,1,0,1,0,32,0,14,29,53,18,6,3,15,25,40,8,13,12,10.8,1.4,1.74,9,19,46,33,52,31,2,0
2158,3,6,10,55,1,1,16,110,278,103,87,0,0,1,1,0,0,32,0,14,29,49,24,19,3,15,25,44,14,25,12,11.1,0.6,2.02,7,14,19,11,34,26,4,1
2159,10,122,10,172,1,8,24,182,253,128,84,0,1,1,0,0,1,42,0,19,32,50,19,13,6,17,27,36,11,20,21,18.7,6.7,1.3,10,98,48,30,37,74,4,0
2160,10,7,18,125,1,2,20,186,285,316,298,1,1,1,0,1,1,28,0,16,37,50,27,22,12,17,27,43,22,28,14,16.1,3.6,8.02,8,23,19,29,29,47,7,2
2161,10,122,17,168,1,3,18,115,283,105,91,0,1,1,0,1,1,35,0,23,35,56,21,14,12,21,33,37,17,18,15,18.5,5.8,4.94,12,52,10,4,15,39,4,0
2162,3,6,10,96,1,1,16,1,6,23,45,0,0,0,0,1,0,26,0,14,28,50,21,17,3,15,24,39,10,26,12,8.9,1.4,3.51,2,98,40,5,31,71,4,2
2163,10,90,12,58,1,8,20,13,259,20,94,0,1,1,0,1,1,28,0,20,35,58,33,19,4,18,29,41,16,33,17,16.5,5.8,2.9400000000000004,9,15,27,31,16,52,6,2
2164,3,116,10,59,1,12,16,110,168,30,31,1,0,0,1,1,0,32,0,14,28,50,19,18,3,15,24,37,11,23,12,10.8,1.4,1.74,5,68,14,9,49,35,4,2
2165,3,6,14,100,1,1,16,183,6,103,44,1,0,0,1,0,1,27,0,14,29,49,24,17,3,15,25,44,11,24,12,9.4,-0.8,-3.12,1,53,12,23,33,59,5,1
2166,3,6,12,54,1,1,16,21,60,30,70,1,0,0,1,0,0,29,0,14,29,47,24,20,3,15,25,38,13,25,12,12.4,0.5,1.79,8,9,18,39,50,40,5,1
2167,3,6,12,121,1,1,16,110,251,38,70,1,0,0,1,0,1,26,0,14,31,49,26,19,3,15,27,39,16,26,12,9.4,-0.8,-3.12,8,98,42,0,2,44,4,1
2168,3,6,13,121,1,1,16,1,251,23,70,1,0,0,1,0,1,27,0,14,31,49,25,19,3,15,27,39,15,26,12,12.7,3.7,-1.7,3,82,5,7,5,50,4,1
2169,3,166,10,9,1,1,16,110,168,103,87,0,0,0,1,0,0,42,0,24,35,53,28,18,3,20,29,42,13,24,12,11.1,0.6,2.02,8,18,39,22,29,47,4,0
2170,3,89,10,17,1,1,16,183,251,23,45,0,0,0,0,1,0,28,0,14,23,41,18,6,3,15,19,31,8,13,12,9.4,-0.8,-3.12,0,62,43,13,19,69,2,0
2171,3,6,11,55,1,1,16,183,251,103,87,1,0,0,1,0,1,29,0,14,28,48,22,18,3,15,24,36,13,25,12,10.8,1.4,1.74,1,49,0,9,25,45,4,1
2172,3,6,14,59,1,1,16,1,168,23,70,0,0,0,0,1,1,26,0,14,28,47,23,18,3,15,24,39,12,25,12,8.9,1.4,3.51,0,12,27,36,8,1,0,2
2173,3,116,10,96,1,1,129,183,278,103,79,0,0,0,1,0,0,32,1,14,28,53,20,16,3,15,24,40,12,23,14,16.2,0.3,-0.92,1,9,4,32,26,41,1,2
2174,3,6,11,121,1,1,16,110,168,103,87,1,0,0,1,0,0,28,0,14,30,48,24,19,3,15,26,38,14,26,12,7.6,2.6,0.32,0,29,42,30,5,13,2,1
2175,3,6,10,155,1,1,16,110,251,103,87,0,0,1,0,1,1,26,0,14,29,52,23,18,3,15,25,46,11,25,12,13.9,-0.3,0.79,3,54,28,4,47,66,0,0
2176,3,6,12,96,1,1,16,183,168,103,104,1,0,0,1,0,0,26,0,14,28,47,23,18,4,15,24,37,13,25,12,9.4,-0.8,-3.12,3,24,49,23,48,60,1,1
2177,3,116,10,148,1,12,16,110,6,30,79,1,0,0,1,1,1,32,0,14,29,51,22,17,3,15,25,39,13,26,12,11.1,0.6,2.02,6,74,21,4,35,39,5,1
2178,3,6,10,148,1,1,16,183,168,30,70,1,0,0,1,0,0,26,0,14,29,47,24,18,3,15,25,38,13,27,12,13.9,-0.3,0.79,1,12,1,21,12,44,1,1
2179,3,50,10,55,1,3,16,110,170,23,131,1,0,0,1,0,0,40,0,14,28,49,19,20,5,15,24,43,8,13,16,10.8,1.4,1.74,2,78,31,3,17,38,3,0
2180,3,147,10,9,1,12,16,183,278,23,39,0,0,1,1,1,0,43,0,17,33,59,24,18,3,16,28,42,11,25,14,16.2,0.3,-0.92,1,42,1,22,53,56,4,0
2181,3,116,10,167,0,1,16,183,278,12,31,0,0,0,1,0,0,33,0,14,28,52,21,16,3,15,24,42,11,24,12,15.5,2.8,-4.06,0,24,27,21,23,78,0,2
2182,3,116,10,52,1,1,16,1,6,103,39,0,0,0,0,1,0,33,0,14,29,41,18,6,3,15,25,31,8,13,12,13.9,-0.3,0.79,7,38,9,14,2,16,2,0
2183,10,59,14,148,1,5,20,7,253,26,87,1,1,1,0,1,1,36,0,26,33,56,30,19,6,20,34,48,19,25,23,18.8,7.4,9.74,5,87,5,34,55,57,2,0
2184,3,6,10,54,1,1,16,110,168,103,70,1,0,0,1,1,0,26,0,14,29,41,18,6,3,15,25,31,8,13,12,12.4,0.5,1.79,1,32,6,3,15,56,1,0
2185,3,89,11,121,1,1,16,110,168,30,44,1,0,0,1,0,0,26,0,14,30,52,24,17,3,15,27,43,16,25,12,16.2,0.3,-0.92,1,54,19,27,2,71,0,1
2186,12,98,10,126,1,8,23,183,278,41,76,0,1,1,0,1,1,33,0,18,39,53,28,26,5,18,30,46,21,28,21,18.4,7.2,5.88,8,6,42,11,48,59,3,1
2187,4,116,10,76,1,1,16,1,168,36,45,1,0,0,1,1,0,45,0,15,28,53,21,18,5,16,24,39,12,26,13,10.8,1.4,1.74,3,98,7,20,33,36,1,1
2188,3,15,13,130,1,9,17,5,138,13,48,0,1,1,0,1,1,34,0,22,34,56,27,23,10,18,36,42,22,34,16,17.4,2.5,8.79,7,100,21,12,31,59,3,1
2189,10,119,14,168,1,5,23,186,259,107,96,0,0,1,0,1,1,41,0,21,29,50,25,21,3,20,28,46,18,32,20,24.2,6.3,4.08,10,23,17,10,46,30,2,2
2190,3,6,10,55,1,1,16,110,168,23,45,1,0,0,1,0,0,28,0,14,29,55,24,19,3,15,25,40,14,27,12,15.5,2.8,-4.06,3,0,49,29,18,23,2,1
2191,3,89,11,102,1,1,16,181,251,38,70,1,0,0,1,0,0,26,0,14,29,47,24,19,3,15,25,37,14,25,12,11.1,0.6,2.02,2,79,49,33,0,33,4,1
2192,3,92,10,96,1,1,16,110,168,30,79,1,0,0,1,0,1,27,0,14,28,47,23,18,3,15,24,39,13,24,12,10.8,1.4,1.74,5,13,30,8,30,7,2,1
2193,3,89,11,148,1,1,16,110,168,30,39,0,0,0,1,0,1,27,0,14,29,48,23,17,3,15,25,41,13,26,12,10.8,1.4,1.74,3,13,32,21,32,72,0,0
2194,3,6,11,54,1,1,16,110,278,103,87,1,0,0,1,0,1,28,0,15,29,50,23,19,4,15,25,40,14,25,12,13.9,-0.3,0.79,9,22,6,20,26,78,0,1
2195,3,157,10,52,1,14,16,181,168,103,87,0,0,0,1,1,1,32,0,14,29,50,24,19,3,15,25,38,14,25,12,13.9,-0.3,0.79,5,87,4,34,16,53,2,1
2196,3,89,10,100,1,1,16,181,251,38,44,1,0,0,1,0,0,27,0,14,29,51,20,16,3,15,25,42,9,26,12,9.4,-0.8,-3.12,5,65,10,25,32,36,1,0
2197,3,92,15,121,1,1,16,181,251,103,70,0,0,0,1,0,1,28,0,14,31,49,25,18,4,15,27,39,15,25,13,10.8,1.4,1.74,2,59,4,17,44,9,5,1
2198,3,6,10,158,1,1,16,5,6,11,44,0,0,0,1,0,0,26,0,14,29,50,23,18,3,15,25,41,13,23,12,15.5,2.8,-4.06,2,62,16,9,2,43,4,2
2199,3,167,10,55,1,16,16,110,251,23,87,1,0,0,1,0,0,28,0,21,34,56,29,19,3,19,28,40,17,26,12,8.9,1.4,3.51,7,10,6,20,29,67,5,1
2200,3,89,12,100,1,1,16,181,278,3,70,1,0,0,1,0,0,26,0,14,29,55,23,17,3,15,25,37,14,24,12,7.6,2.6,0.32,1,1,8,3,34,48,5,1
2201,3,157,10,158,1,14,16,5,251,11,70,0,0,0,1,0,0,27,0,14,29,41,18,6,3,15,25,31,8,13,12,12.4,0.5,1.79,5,97,36,1,23,28,0,0
2202,3,89,13,148,1,1,16,183,278,103,70,1,0,0,1,0,0,26,0,14,29,51,24,18,3,15,25,40,14,26,12,11.1,0.6,2.02,6,66,16,37,56,4,1,1
2203,3,166,10,54,1,1,16,5,6,11,79,0,0,1,1,0,0,28,0,18,33,53,28,19,3,20,30,42,19,25,12,11.1,0.6,2.02,1,5,18,16,51,73,0,1
2204,3,6,12,96,1,1,16,1,278,12,79,1,0,0,1,0,1,27,0,14,28,46,23,19,3,15,24,36,13,25,12,8.9,1.4,3.51,9,79,49,22,51,58,1,1
2205,3,89,11,121,1,1,16,183,278,38,70,1,0,0,1,0,0,27,0,14,31,49,25,19,3,15,27,39,15,26,12,10.8,1.4,1.74,9,32,22,23,31,31,5,1
2206,3,6,10,96,1,1,16,21,6,7,44,0,0,0,1,1,0,26,0,14,28,46,23,19,3,15,24,37,13,26,12,16.2,0.3,-0.92,6,84,26,29,20,77,0,1
2207,3,89,12,54,1,1,16,181,251,30,44,1,0,0,1,1,0,26,0,14,29,47,24,20,3,15,25,39,13,26,12,10.8,1.4,1.74,5,94,25,25,36,1,4,1
2208,3,116,10,148,1,9,16,181,6,103,31,0,0,1,0,1,0,48,0,14,29,54,18,6,3,15,25,37,8,13,12,15.5,2.8,-4.06,1,86,8,27,4,52,4,0
2209,3,6,10,100,1,1,16,110,278,12,87,1,0,0,1,0,1,26,0,14,29,47,24,20,3,15,25,37,14,26,12,12.4,0.5,1.79,4,26,46,28,53,7,1,1
2210,3,116,10,17,1,12,145,1,168,11,70,0,0,0,1,1,1,33,1,14,23,41,18,6,3,15,19,31,8,13,12,15.5,2.8,-4.06,7,89,23,9,53,65,1,0
2211,3,157,10,96,1,14,85,3,251,11,79,0,0,1,0,1,0,33,1,14,28,47,18,6,3,15,24,36,8,13,12,15.5,2.8,-4.06,9,50,32,6,2,16,3,0
2212,3,6,12,102,1,1,16,1,6,12,31,1,0,0,1,0,0,26,0,14,29,50,22,17,3,15,25,44,10,25,12,9.4,-0.8,-3.12,5,51,49,24,58,9,0,0
2213,6,8,20,127,1,4,16,113,175,7,13,0,1,1,0,1,1,28,0,23,36,58,27,18,5,16,32,51,21,32,15,13.7,4.7,5.3,6,79,21,28,42,54,5,1
2214,4,116,10,20,0,12,16,5,168,121,131,0,0,0,1,0,0,58,0,14,24,42,18,6,4,15,25,31,8,13,12,10.8,1.4,1.74,5,81,3,38,58,30,1,0
2215,3,6,14,76,1,1,16,5,6,11,87,1,0,0,1,0,0,27,0,14,28,54,19,19,3,15,24,38,10,25,12,12.7,3.7,-1.7,9,90,31,39,46,25,3,0
